,bill_type bill_name bill_ID, missing_votes, Arlen Specter (PA), Barack H. Obama (IL), BarbaraA Mikulski(MD), BarbaraBoxer(CA), Bill Nelson(FL), BlancheL.Lincoln(AR), ByronL.Dorgan(ND), C.SaxbyChambliss(GA), CarlLevin(MI), CharlesE.'Chuck' Grassley(IA), CharlesE.'Chuck'Schumer(NY), CharlesT.'Chuck' Hagel(NE), ChristopherJ.Dodd(CT), ChristopherS.'Kit'Bond(MO), ConradR.Burns(MT), CraigThomas(WY), DanielK.Inouye(HI), DanielKahikinaAkaka(HI), DavidB.Vitter (LA), DebbieAnnStabenow(MI), DianneFeinstein(CA), E. Benjamin'Ben'Nelson(NE), EdwardM.'Ted'Kennedy(MA), ElizabethH.Dole(NC), EvanBayh(IN), FrankR.Lautenberg(NJ), GeorgeFelixAllen(VA), GeorgeV.Voinovich(OH), GordonHaroldSmith(OR), HarryM.Reid(NV), HerbertH.’Herb'Kohl(WI), HillaryRodhamClinton(NY), JamesM.'Jim'Inhofe(OK), JamesM.'Jim'Talent(MO), JamesMerrill'Jim'Jeffords(VT), JeffBingaman(NM), JeffersonB.'Jeff'SessionsIII(AL), JimBunning(KY), JimW.DeMint(SC), JohnCornyn(TX), JohnD.'Jay'RockefellerIV(WV), JohnE.Sununu(NH), JohnEricEnsign(NV), JohnF.'Jack'Reed(RI), JohnForbesKerry(MA), JohnH.'Johnny'Isakson(GA), JohnR.Thune(SD), JohnS.McCain(AZ), JohnW.Warner(VA), JonKyl(AZ), JosephI.Lieberman(CT), JosephR.BidenJr.(DE), JuddA.Gregg(NH), KayBaileyHutchison(TX), KenSalazar(CO), KentConrad(ND), LamarAlexander(TN), LarryE.Craig(ID), Lincoln D. Chafee(RI), LindseyO.Graham(SC), LisaA.Murkowski(AK), MariaCantwell(WA), MarkDayton(MN), MarkPryor(AR), MaryL.Landrieu(LA), MaxS.Baucus(MT), MelMartinez(FL), MichaelB.Enzi(WY), MichaelD.'Mike'Crapo(ID), Michael'Mike'DeWine(OH), MitchMcConnell(KY), NormColeman(MN), OlympiaJ.Snowe(ME), OrrinG.Hatch(UT), PatRoberts(KS), PatrickJ.Leahy(VT), PattyMurray(WA), PaulS.Sarbanes(MD), PeteV.Domenici(NM), RichardC.Shelby(AL), RichardG.Lugar(IN), RichardJ.'Dick'Durbin(IL), RichardJ.'Rick'Santorum(PA), RichardM.Burr(NC), RobertC.Byrd(WV), RobertF.Bennett(UT), RobertMenendez(NJ), RonWyden(OR), RussellD.Feingold (WI), SamuelD.'Sam'Brownback(KS), SusanM.Collins(ME), TedStevens(AK), ThadCochran(MS), ThomasAllen'Tom'Coburn(OK), ThomasRichardCarper(DE), Thomas'Tom'Harkin(IA), TimP.Johnson(SD), TrentLott(MS), WayneA.Allard(CO), WilliamH.'Bill'Frist(TN)
182,National Security Issues_National Intelligence Reform Act of 2004_3436,11,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
183,Abortion Issues_Prohibit Partial-Birth Abortion bill_3241,12,1,0,-1,-1,-1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,0,-1,-1,1,-1,1,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,1,0,1,-1,1,1,-1,0,0,0,1,1,1,-1,0,1,1,0,1,1,1,-1,1,1,-1,-1,1,1,-1,0,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,-1,1,0,1,1,0,-1,-1,1,-1,1,1,0,1,-1,1,1,1,1
184,"""Appropriations_Consolidated Appropriations Resolution, 2003_3233""",12,1,0,1,-1,1,1,1,1,-1,1,-1,1,-1,1,1,1,0,-1,0,-1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,-1,1,1,1,0,1,-1,1,1,-1,-1,0,0,1,1,1,-1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,1,0,1,1,0,1,-1,1,1,1,1,0,1,0,-1,1,1,1
185,Appropriations_Defense Department FY2005 Appropriations bill_3424,12,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
186,Appropriations_Defense Department FY2005 Appropriations bill_3425,12,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
187,"""Budget, Spending and Taxes_Jumpstart Our Business Strength (JOBS) Act_3398""",12,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,0,0,0,0,1,-1,1,1,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
188,Business and Consumers_Pension Funding Equity Act of 2004_3386,12,1,0,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,0,1,1,1,-1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,0,1,1,1,-1,-1,0,0,0,-1,1,-1,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,0,-1,1,0,1,-1,1,1,1,1,0,1,1,1,1,1,1
189,Education_Individuals with Disabilities Education Improvement Act_3397,12,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
190,Education_Individuals with Disabilities Education Improvement Act_3439,12,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
191,Energy Issues_Energy Omnibus bill_3302,12,1,0,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,-1,1,-1,0,0,0,-1,1,-1,0,1,1,1,0,1,1,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,0,-1,-1,1,1,1,1,0,1,1,1,1,1,1
192,Family and Children Issues_Enhance AMBER Alert bill_3308,12,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
193,Legal Issues_Victims' Rights bill_3387,12,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
194,Technology and Communication_Reduction of SPAM bill_3333,12,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
195,Trade Issues_U.S.-Singapore Free Trade Agreement Implementation Act_3304,12,-1,0,-1,-1,1,1,-1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,1,-1,1,-1,-1,1,-1,1,1,1,-1,-1,1,1,1,-1,1,1,1,0,1,1,1,1,-1,0,0,0,1,1,1,0,-1,1,1,0,1,1,-1,1,-1,1,1,-1,1,1,1,0,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,0,-1,1,0,-1,-1,1,1,1,1,0,1,-1,-1,1,1,1
196,Transportation Issues_Highway Trust Fund bill_3365,12,-1,0,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,0,1,1,-1,-1,1,0,0,0,-1,1,-1,1,1,-1,-1,0,1,-1,-1,1,-1,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,0,1,-1,-1,1,1,1,0,1,1,1,1,1,1
197,"""Appropriations_Budget Appropriations, FY2005 resolution_3372""",13,1,0,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,1,1,1,0,-1,-1,1,1,-1,-1,1,1,0,1,-1,1,1,-1,0,0,0,1,1,1,-1,-1,1,1,0,-1,1,1,1,1,1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,1,0,-1,-1,1,1,1,1,0,-1,-1,0,-1,1,1
198,"""Appropriations_Consolidated Appropriations Act, 2004_3349""",13,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,-1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
199,Appropriations_Fiscal 03 Omnibus Appropriations-Adoption_3234,13,1,0,1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,0,1,1,1,-1,1,1,-1,1,1,1,-1,1,1,1,1,-1,-1,1,1,0,1,-1,1,1,1,0,0,0,1,1,1,-1,1,1,1,0,-1,1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,0,1,1,1,1,0,1,-1,1,1,1,-1,1,0,1,1,0,1,-1,1,1,1,1,0,1,1,1,1,1,1
200,Appropriations_Legislative Branch FY2005 Appropriations Bill_3429,13,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,-1,1,0,0,0,1,1,1,1,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
201,Appropriations_Terrorism Information Awareness bill_3292,13,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
202,Appropriations_Terrorism Information Awareness bill_3317,13,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
203,"""Budget, Spending and Taxes_Internet Access Tax bill_3389""",13,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1
204,Defense_Military Construction FY2005 Authorization bill_3410,13,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1
205,"""Executive Branch_Michael Leavitt, Adiminstrator of the EPA_3343""",13,1,0,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,-1,1,1,-1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
206,Health Issues_Medicare Prescription Drug Benefit bill_3276,13,1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,1,1,0,-1,-1,-1,-1,-1,0,0,0,-1,1,1,0,1,-1,1,0,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,0,-1,1,0,1,1,1,1,1,1,0,1,-1,1,-1,-1,1
207,Technology and Communication_Do-Not-Call Registry bill_3316,13,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
208,Technology and Communication_FCC Media Ownership bill_3313,13,-1,0,1,1,1,1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1,1,-1,-1,1,1,-1,-1,0,-1,1,-1,-1,1,0,0,0,-1,-1,-1,1,1,-1,1,0,1,1,-1,1,-1,-1,1,1,1,1,1,0,1,-1,-1,-1,-1,1,-1,1,0,1,1,-1,1,-1,1,-1,0,1,-1,0,1,1,-1,1,-1,-1,0,1,1,1,1,1,-1
209,Trade Issues_U.S.-Chile Free Trade Agreement Implementation Act_3303,13,1,0,-1,-1,1,1,-1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,1,-1,1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,-1,1,1,1,0,1,-1,1,1,-1,0,0,0,1,1,1,0,-1,1,1,0,1,1,-1,1,-1,-1,1,-1,1,1,1,0,1,-1,1,1,1,1,1,1,1,1,-1,0,-1,1,1,1,0,-1,1,0,-1,-1,1,1,-1,1,0,1,-1,-1,1,1,1
210,"""Appropriations_Department of Labor, HHS, and Education Appropriations,_3314""",14,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
211,"""Appropriations_Emergency Supplemental Appropriation, FY 2003 bill_3285""",14,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,0,1,1,1,-1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,-1,1
212,"""Appropriations_Energy and Water Appropriations, FY 2004 bill_3312""",14,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1
213,"""Appropriations_Homeland Security Appropriations, FY 2004 bill_3299""",14,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1
214,"""Budget, Spending and Taxes_Increased Child Tax Credit bill_3420""",14,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
215,Environmental Issues_Healthy Forests Restoration Act of 2003_3338,14,1,0,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,0,1,1,0,-1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,0,1,-1,1,1,-1,0,0,0,1,1,1,0,-1,1,1,0,1,1,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,-1,1,1,1,0,1,-1,1,0,1,1,0,1,1,1,1,1,1,0,-1,-1,1,1,1,1
216,Transportation Issues_Aviation Administration FY2004-2006 Authorization bill_3272,14,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
217,Congressional Affairs_Congressional Pay Raise Amendment_3334,15,-1,0,1,0,-1,-1,1,-1,1,-1,-1,1,1,1,1,-1,1,1,0,-1,1,1,1,-1,-1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,0,1,-1,1,0,1,0,0,0,-1,1,1,1,1,1,-1,0,1,1,1,1,-1,0,1,-1,1,1,-1,0,-1,1,-1,1,1,-1,1,1,-1,-1,1,0,1,1,1,1,0,1,1,0,-1,-1,-1,-1,1,1,0,1,1,-1,1,-1,1
218,"""Executive Branch_Thomas Ridge, Secretary of Homeland Security_3218""",15,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
219,Appropriations_Omnibus FY2004 Appropriations Bill_3362,16,1,0,1,-1,1,1,-1,0,-1,1,1,0,1,1,1,1,1,1,0,-1,1,1,-1,1,-1,-1,1,1,1,1,-1,-1,1,1,-1,1,1,1,0,1,-1,1,-1,-1,0,0,0,-1,1,1,0,-1,1,1,0,-1,1,1,1,1,1,1,-1,1,1,0,0,1,1,1,1,1,-1,1,1,-1,1,-1,0,1,1,1,1,0,-1,1,0,-1,-1,1,1,1,1,0,1,1,-1,1,-1,1
220,Military Issues_Condemning Iraq Abuse of Prisoners resolution_3399,16,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
221,Appropriations_Appropriations for Operations in Iraq_3251,17,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
222,"""Budget, Spending and Taxes_JOBS (Jumpstart Our Business Strength)_3433""",19,0,0,1,-1,1,1,0,0,-1,1,1,1,-1,1,1,1,1,-1,0,1,-1,1,-1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,-1,0,0,0,0,1,1,1,-1,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,0,1,-1,1,1,1,-1,1,0,-1,1,0,1,1,1,-1,1,1,0,-1,1,1,1,1,1
223,Agriculture Issues_Farm Security and Rural Investment Act of 2002_3177,21,-1,0,1,1,-1,1,1,0,1,-1,1,-1,1,1,1,-1,1,1,0,1,1,1,1,0,1,0,-1,-1,1,1,1,1,1,0,1,-1,1,-1,0,0,1,0,-1,-1,1,0,0,-1,-1,-1,1,1,-1,1,0,1,0,1,-1,0,0,1,1,0,1,1,0,-1,1,-1,-1,0,1,-1,-1,1,1,1,-1,1,-1,1,-1,0,1,-1,0,1,-1,-1,-1,1,1,0,-1,1,1,1,1,1
224,Appropriations_Agriculture FY2002 Appropriations bill_3132,21,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,-1,0,1,-1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,-1,1,1,0,0,-1,1,-1,1,1,-1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
225,"""Appropriations_Appropriations bill FY2002, Commerce, Justice, State_3133""",21,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,-1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
226,Appropriations_District of Columbia FY2002 Appropriations bill_3125,21,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,-1,0,1,1,-1,-1,0,0,1,0,-1,1,1,0,0,1,1,-1,1,1,-1,-1,0,1,0,1,1,0,0,1,1,0,1,1,0,-1,1,1,1,0,1,1,1,1,1,1,1,-1,1,-1,-1,0,1,1,0,1,-1,-1,1,1,1,0,1,1,1,-1,-1,1
227,"""Appropriations_Labor, HHS and Education Appropriations Act, 2002_3124""",21,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,-1,1,1,1,1,1,0,1,1,-1,-1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,-1,1,1,1,1,0,1,1,1,1,-1,1
228,"""Appropriations_Legislative Branch Appropriation, FY2003 bill_3225""",21,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,0,-1,0,1,-1,1,1,1,1,-1,0,1,1,1,-1,0,0,1,0,-1,1,1,0,0,1,1,1,1,1,1,1,0,-1,0,1,1,0,0,1,1,0,1,1,0,-1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,-1,1,1,1,0,1,1,1,1,-1,1
229,Appropriations_Military Construction Appropriations Act FY2003_3226,21,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,-1,1,-1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,-1,1,1,1,1,0,1,1,1,1,1,1
230,"""Appropriations_Supplemental Appropriations, FY2002 bill_3231""",21,-1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,0,1,0,1,-1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,-1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,0,1,-1,1,1,1,1,0,1,1,1,1,1,1
231,"""Budget, Spending and Taxes_Economic Growth and Tax Relief Reconciliation Act, 2001_3004""",21,1,0,-1,-1,-1,1,-1,0,-1,1,-1,1,-1,1,1,1,-1,-1,0,-1,1,1,-1,0,-1,0,1,1,1,-1,1,-1,1,0,1,-1,1,1,0,0,-1,0,1,-1,-1,0,0,1,1,1,-1,-1,1,1,0,-1,0,1,1,0,0,-1,-1,0,1,1,0,1,1,1,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,1,0,-1,-1,1,1,1,1,0,-1,-1,1,1,1,1
232,"""Budget, Spending and Taxes_Fiscal Year 2002 Budget Resolution_2984""",21,1,0,-1,-1,-1,-1,-1,0,-1,1,-1,1,-1,1,1,1,-1,-1,0,-1,-1,1,-1,0,-1,0,1,1,1,-1,-1,-1,1,0,-1,-1,1,1,0,0,-1,0,1,-1,-1,0,0,1,1,1,-1,-1,1,1,0,-1,0,1,-1,0,0,-1,-1,0,-1,1,0,1,1,1,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,1,0,-1,-1,1,1,1,1,0,-1,-1,-1,1,1,1
